"developer","provider_type","program_year","tot_provs_report_developer","tot_provs_report_2015_edition","tot_provs_report_2014_edition","tot_provs_report_2011_edition","product_type"
"Liquid Medical Office, Inc.","professional",2012,9,0,0,9,"Commercial"
"LOGICARE Corporation","professional",2012,3,0,0,3,"Commercial"
"LSS Data Systems","professional",2012,671,0,0,671,"Commercial"
"Lumeris Solutions LLC","professional",2012,14,0,0,14,"Commercial"
"M.S. Group Software, LLC","professional",2012,19,0,0,19,"Commercial"
"M2comsys","professional",2012,4,0,0,4,"Commercial"
"M3 Healthcare Solutions","professional",2012,11,0,0,11,"Commercial"
"MacPractice, Inc.","professional",2012,388,0,0,388,"Commercial"
"MagView","professional",2012,69,0,0,69,"Commercial"
"ManagementPlus","professional",2012,205,0,0,205,"Commercial"
"Marshfield Clinic","professional",2012,562,0,0,562,"Commercial"
"Massachusetts General Hospital","professional",2012,145,0,0,145,"Self-developed"
"Max Systems Inc.","professional",2012,14,0,0,14,"Commercial"
"McKesson","professional",2012,1800,0,0,1800,"Commercial"
"MCS - Medical Communication Systems, Inc.","professional",2012,170,0,0,170,"Commercial"
"MD Logic, Inc.","professional",2012,280,0,0,280,"Commercial"
"MD On-Line, Inc.","professional",2012,4,0,0,4,"Commercial"
"MD Synergy Solutions, LLC","professional",2012,28,0,0,28,"Commercial"
"MD Web Solutions","professional",2012,23,0,0,23,"Commercial"
"MDIntelleSys, LLC","professional",2012,91,0,0,91,"Commercial"
"MDLAND","professional",2012,78,0,0,78,"Commercial"
"MDoffice, Inc.","professional",2012,214,0,0,214,"Commercial"
"MDRhythm, LLC","professional",2012,9,0,0,9,"Commercial"
"MED3000, Inc","professional",2012,763,0,0,763,"Commercial"
"MedAffinity Corporation","professional",2012,3,0,0,3,"Commercial"
"MEDARC LLC","professional",2012,1,0,0,1,"Commercial"
"Medaxis Corporation","professional",2012,4,0,0,4,"Commercial"
"MedAZ.Net, LLC","professional",2012,14,0,0,14,"Commercial"
"Medcom Information Systems, Inc.","professional",2012,17,0,0,17,"Commercial"
"MedcomSoft","professional",2012,24,0,0,24,"Commercial"
"MedConnect, Inc.","professional",2012,56,0,0,56,"Commercial"
"MedCPU Inc.","professional",2012,452,0,0,452,"Commercial"
"MEDENT - Community Computer Service, Inc.","professional",2012,2674,0,0,2674,"Commercial"
"MedEvolve","professional",2012,17,0,0,17,"Commercial"
"Medflow Holdings, LLC","professional",2012,1141,0,0,1141,"Commercial"
"Medi-EHR, LLC","professional",2012,5,0,0,5,"Commercial"
"Medical Informatics Engineering","professional",2012,217,0,0,217,"Commercial"
"Medical Information Technology, Inc. (MEDITECH)","professional",2012,57,0,0,57,"Commercial"
"Medical Messenger","professional",2012,1,0,0,1,"Commercial"
"Medical Office Online","professional",2012,31,0,0,31,"Commercial"
"Medical Office Technologies, Inc.","professional",2012,66,0,0,66,"Commercial"
"Medical Transcription Billing Corporation (MTBC)","professional",2012,102,0,0,102,"Commercial"
"Medical Voice Products, Inc.","professional",2012,13,0,0,13,"Commercial"
"Medicat, LLC","professional",2012,3,0,0,3,"Commercial"
"MedicBright Technologies, LLC","professional",2012,5,0,0,5,"Commercial"
"Medicfusion Inc.","professional",2012,91,0,0,91,"Commercial"
"Medicity, Inc.","professional",2012,1,0,0,1,"Commercial"
"MediGeek LLC dba Medicfusion","professional",2012,1,0,0,1,"Commercial"
"MedInformatix","professional",2012,1137,0,0,1137,"Commercial"
"MediSYS","professional",2012,141,0,0,141,"Commercial"
"Meditab Software Inc.","professional",2012,456,0,0,456,"Commercial"
"MedLink International, Inc","professional",2012,26,0,0,26,"Commercial"
"MedMagic LLC","professional",2012,10,0,0,10,"Self-developed"
"MedNet Medical Solutions","professional",2012,12,0,0,12,"Commercial"
"MedPlus, A Quest Diagnostics Company","professional",2012,1274,0,0,1274,"Commercial"
"medQ inc.","professional",2012,23,0,0,23,"Commercial"
"Medrium Inc.","professional",2012,1,0,0,1,"Commercial"
"MedSeek, Inc.","professional",2012,378,0,0,378,"Commercial"
"Medstreaming EMR, LLC","professional",2012,38,0,0,38,"Commercial"
"MedSym, Inc.","professional",2012,121,0,0,121,"Commercial"
"MedSys Inc","professional",2012,4,0,0,4,"Commercial"
"Medtech, Inc.","professional",2012,42,0,0,42,"Commercial"
"MEDTRON Software Intelligence Corporation","professional",2012,32,0,0,32,"Commercial"
"MedWorxs LLC","professional",2012,13,0,0,13,"Commercial"
"MedXLnce, Inc.","professional",2012,4,0,0,4,"Commercial"
"Mercury Solutions, LLC","professional",2012,17,0,0,17,"Commercial"
"Merge Healthcare, Inc.","professional",2012,637,0,0,637,"Commercial"
"meridianEMR, Inc.","professional",2012,567,0,0,567,"Commercial"
"Micro-Med, Inc.","professional",2012,3,0,0,3,"Commercial"
"MicroFour, Inc.","professional",2012,248,0,0,248,"Commercial"
"Microsoft Corporation","professional",2012,117,0,0,117,"Commercial"
"Midwest Software, LLC","professional",2012,249,0,0,249,"Commercial"
"Mighty Oak Technology, Inc.","professional",2012,157,0,0,157,"Commercial"
"MindLinc","professional",2012,13,0,0,13,"Commercial"
"Mitochon Systems, Inc.","professional",2012,73,0,0,73,"Commercial"
"MN Systems","professional",2012,17,0,0,17,"Commercial"
"Mobiusoft LLC","professional",2012,2,0,0,2,"Commercial"
"Modernizing Medicine, Inc.","professional",2012,484,0,0,484,"Commercial"
"ModuleMD","professional",2012,51,0,0,51,"Commercial"
"Mountain Computer Systems","professional",2012,6,0,0,6,"Commercial"
"Mountainside Software, Inc.","professional",2012,8,0,0,8,"Commercial"
"MPN Software Systems, Inc.","professional",2012,566,0,0,566,"Commercial"
"MxSecure, Inc.","professional",2012,3,0,0,3,"Commercial"
"MyChartsOnline, Inc.","professional",2012,10,0,0,10,"Commercial"
"MyOnlineDr","professional",2012,3,0,0,3,"Commercial"
"Navigating Cancer, Inc.","professional",2012,29,0,0,29,"Commercial"
"NaviNet","professional",2012,15,0,0,15,"Commercial"
"NCG Medical Systems, Inc.","professional",2012,166,0,0,166,"Commercial"
"NeoDeck Holdings","professional",2012,70,0,0,70,"Commercial"
"Nesticon, LLC.","professional",2012,5,0,0,5,"Commercial"
"Net Health","professional",2012,18,0,0,18,"Commercial"
"Netsmart Technologies","professional",2012,90,0,0,90,"Commercial"
"Networking Technology dba RxNT","professional",2012,161,0,0,161,"Commercial"
"New York University Langone Medical Center","professional",2012,1,0,0,1,"Self-developed"
"NexSched, LLC","professional",2012,11,0,0,11,"Commercial"
"Nexsyis","professional",2012,7,0,0,7,"Commercial"
"NexTech Systems Inc.","professional",2012,767,0,0,767,"Commercial"
"nextEMR, LLC","professional",2012,6,0,0,6,"Commercial"
"NextGen Healthcare","professional",2012,14088,0,0,14088,"Commercial"
"NextServices, Inc.","professional",2012,2,0,0,2,"Commercial"
"Nightingale Informatix Corporation","professional",2012,3,0,0,3,"Commercial"
"Nortec Software Inc","professional",2012,1,0,0,1,"Commercial"
"Northwestern University","professional",2012,563,0,0,563,"Self-developed"
"Noteworthy Medical Systems, Inc.","professional",2012,118,0,0,118,"Commercial"
"Nth Technologies, Inc.","professional",2012,1,0,0,1,"Commercial"
"Nuesoft Technologies, Inc.","professional",2012,76,0,0,76,"Commercial"
"OCERIS, Inc.","professional",2012,59,0,0,59,"Commercial"
"OD Link","professional",2012,8,0,0,8,"Commercial"
"ODOS Industries, Inc.","professional",2012,16,0,0,16,"Commercial"
"OEMR","professional",2012,116,0,0,116,"Commercial"
"Office Ally, Inc.","professional",2012,370,0,0,370,"Commercial"
"OIS","professional",2012,6,0,0,6,"Commercial"
"Omedix, Inc.","professional",2012,6,0,0,6,"Commercial"
"Omnicell, Inc.","professional",2012,1,0,0,1,"Commercial"
"One Healthcare Solution, Inc.","professional",2012,37,0,0,37,"Commercial"
"Open Software Solutions, LLC","professional",2012,3,0,0,3,"Commercial"
"OptumInsight","professional",2012,149,0,0,149,"Commercial"
"Origin Healthcare Solutions","professional",2012,163,0,0,163,"Commercial"
"Orion Health","professional",2012,105,0,0,105,"Commercial"
"OT EMR, Inc.","professional",2012,17,0,0,17,"Commercial"
"Oxbow Intellectual Property, LLC","professional",2012,4,0,0,4,"Commercial"
"Pacific Medical Communications, Inc.","professional",2012,20,0,0,20,"Commercial"
"PAL/MED Development, LLC","professional",2012,3,0,0,3,"Commercial"
"Paramount Health Solutions LLC","professional",2012,3,0,0,3,"Commercial"
"Partners Healthcare System","professional",2012,2271,0,0,2271,"Self-developed"
"Patagonia Health","professional",2012,9,0,0,9,"Commercial"
"Patient First","professional",2012,150,0,0,150,"Self-developed"
"PatientClick, Inc.","professional",2012,5,0,0,5,"Commercial"
"patientNOW","professional",2012,39,0,0,39,"Commercial"
"Patterson Dental Supply, Inc.","professional",2012,1,0,0,1,"Commercial"
"PBO Corporation","professional",2012,37,0,0,37,"Commercial"
"PBSI - Positive Business Solutions, Inc.","professional",2012,65,0,0,65,"Commercial"
"PCIS GOLD","professional",2012,26,0,0,26,"Commercial"
"Penn Medical Informatics Systems, Inc.","professional",2012,122,0,0,122,"Commercial"
"Phoenix Ortho, LLC","professional",2012,273,0,0,273,"Commercial"
"Phyaura, LLC","professional",2012,4,0,0,4,"Commercial"
"Physician's Computer Company","professional",2012,1,0,0,1,"Commercial"
"Physician Software Solutions","professional",2012,3,0,0,3,"Self-developed"
"Phytel, Inc.","professional",2012,15,0,0,15,"Commercial"
"PlatinumMD","professional",2012,48,0,0,48,"Commercial"
"Point and Click Solutions, Inc.","professional",2012,26,0,0,26,"Commercial"
"Polaris Management, Inc.","professional",2012,49,0,0,49,"Commercial"
"Practice Director","professional",2012,3,0,0,3,"Commercial"
"Practice Fusion","professional",2012,5010,0,0,5010,"Commercial"
"Practice Today","professional",2012,3,0,0,3,"Commercial"
"Practice Velocity, LLC","professional",2012,77,0,0,77,"Commercial"
"PracticeSuite, Inc.","professional",2012,1,0,0,1,"Commercial"
"Prematics","professional",2012,1,0,0,1,"Commercial"
"Prime Clinical Systems, Inc.","professional",2012,434,0,0,434,"Commercial"
"PriMedx Solutions, LLC","professional",2012,4,0,0,4,"Commercial"
"PrimeSource Healthcare Systems, Inc.","professional",2012,29,0,0,29,"Commercial"
"Prognosis Innovation Healthcare","professional",2012,2,0,0,2,"Commercial"
"ProVation Medical","professional",2012,3,0,0,3,"Commercial"
"Pulse Systems, Inc","professional",2012,289,0,0,289,"Commercial"
"QRS, Inc.","professional",2012,63,0,0,63,"Commercial"
"Qualifacts Systems, Inc.","professional",2012,4,0,0,4,"Commercial"
"QuikEyes","professional",2012,29,0,0,29,"Commercial"
"Qvera LLC","professional",2012,61,0,0,61,"Commercial"
"Rabbit Healthcare Systems","professional",2012,43,0,0,43,"Commercial"
"Radysans, Inc","professional",2012,13,0,0,13,"Commercial"
"Raintree Systems, Inc.","professional",2012,50,0,0,50,"Commercial"
"Ramsoft, Inc.","professional",2012,16,0,0,16,"Commercial"
"RazorInsights, LLC","professional",2012,4,0,0,4,"Commercial"
"ReLi Med Solutions","professional",2012,5,0,0,5,"Commercial"
"Rheumatology and Dermatology Associates PC","professional",2012,76,0,0,76,"Self-developed"
"RT-MediBus Technologies Private Limited","professional",2012,2,0,0,2,"Commercial"
"RTZ Associates, Inc.","professional",2012,1,0,0,1,"Commercial"
"Sage","professional",2012,2145,0,0,2145,"Commercial"
"Sajix Inc.","professional",2012,2,0,0,2,"Commercial"
"Sammy Systems","professional",2012,499,0,0,499,"Commercial"
"San Diego Hospitalist Physician Corp","professional",2012,28,0,0,28,"Self-developed"
"SCC Soft Computer","professional",2012,5,0,0,5,"Commercial"
"ScriptRx, Inc.","professional",2012,2,0,0,2,"Commercial"
"Sequel Systems, Inc.","professional",2012,78,0,0,78,"Commercial"
"Sevocity a division of Conceptual MindWorks, Inc","professional",2012,119,0,0,119,"Commercial"
"Shareable Ink","professional",2012,5,0,0,5,"Commercial"
"Sharp HealthCare","professional",2012,296,0,0,296,"Self-developed"
"Siemens Medical Solutions USA, Inc.","professional",2012,10,0,0,10,"Commercial"
"Sigmund Software","professional",2012,1,0,0,1,"Commercial"
"SilkOne","professional",2012,14,0,0,14,"Commercial"
"simplifyMD, Inc","professional",2012,148,0,0,148,"Commercial"
"Sindhu Synergy, LTD","professional",2012,1,0,0,1,"Commercial"
"SMARTMD Corporation","professional",2012,11,0,0,11,"Commercial"
"SMB Medical Billing","professional",2012,7,0,0,7,"Commercial"
"SOAPware, Inc.","professional",2012,669,0,0,669,"Commercial"
"Socrates Healthcare Informatics","professional",2012,5,0,0,5,"Commercial"
"Software Solutions Group, Inc","professional",2012,23,0,0,23,"Commercial"
"Softworx Solutions, Inc.","professional",2012,46,0,0,46,"Commercial"
"Soren Technology","professional",2012,7,0,0,7,"Commercial"
"Spring Medical Systems","professional",2012,153,0,0,153,"Commercial"
"SRSsoft","professional",2012,2011,0,0,2011,"Commercial"
"St. Vincent Madison County Health System, Inc.-Saint John's Health System","professional",2012,1,0,0,1,"Self-developed"
"STI Computer Services, Inc.","professional",2012,809,0,0,809,"Commercial"
"StreamlineMD, LLC","professional",2012,72,0,0,72,"Commercial"
"SuccessEHS","professional",2012,389,0,0,389,"Commercial"
"SuiteMed","professional",2012,594,0,0,594,"Commercial"
"SynaMed, LLC","professional",2012,22,0,0,22,"Commercial"
"Systemedx Inc","professional",2012,78,0,0,78,"Commercial"
"TactusMD, Inc.","professional",2012,6,0,0,6,"Commercial"
"TechSoft, Inc.","professional",2012,19,0,0,19,"Commercial"
"TheraManager LLC","professional",2012,3,0,0,3,"Commercial"
"TIMS INC","professional",2012,2,0,0,2,"Commercial"
"Total Outsource, Inc.","professional",2012,11,0,0,11,"Commercial"
"TransMed Network","professional",2012,36,0,0,36,"Commercial"
"TransMedic","professional",2012,7,0,0,7,"Commercial"
"Trellix Engineering Corp.","professional",2012,21,0,0,21,"Commercial"
"TRIARQ Practice Services","professional",2012,340,0,0,340,"Commercial"
"TriMed Technologies, Corp.","professional",2012,58,0,0,58,"Commercial"
"U.S. HealthRecord, Inc.","professional",2012,1,0,0,1,"Commercial"
"UAB Health System","professional",2012,326,0,0,326,"Self-developed"
"UC Charting Solutions, Inc.","professional",2012,1,0,0,1,"Commercial"
"Ulrich Medical Concepts, Inc.","professional",2012,33,0,0,33,"Commercial"
"UltraMed Software","professional",2012,23,0,0,23,"Commercial"
"UNC Health Care","professional",2012,439,0,0,439,"Self-developed"
"UNI/CARE Systems, Inc","professional",2012,2,0,0,2,"Commercial"
"Unifi Technologies","professional",2012,1,0,0,1,"Commercial"
"UnisonCare Corporation","professional",2012,13,0,0,13,"Commercial"
"Universal EHR, Inc.","professional",2012,1,0,0,1,"Commercial"
"Universal EMR Solutions","professional",2012,40,0,0,40,"Commercial"
"Universal Research Solutions, LLC","professional",2012,62,0,0,62,"Commercial"
"US Oncology","professional",2012,323,0,0,323,"Commercial"
"User Friendly EMR","professional",2012,10,0,0,10,"Commercial"
"UT MD Anderson Cancer Center","professional",2012,683,0,0,683,"Self-developed"
"Valant Medical Solutions, Inc.","professional",2012,47,0,0,47,"Commercial"
"Vanderbilt University","professional",2012,378,0,0,378,"Self-developed"
"Varian Medical Systems","professional",2012,655,0,0,655,"Commercial"
"VeinDraw","professional",2012,12,0,0,12,"Commercial"
"Venus Medical Systems LLC","professional",2012,1,0,0,1,"Commercial"
"Vericle, Inc.","professional",2012,11,0,0,11,"Commercial"
"Verisma Systems Inc.","professional",2012,38,0,0,38,"Commercial"
"Versaform Systems Corp.","professional",2012,23,0,0,23,"Commercial"
"VersaSuite","professional",2012,29,0,0,29,"Commercial"
"Vinformatix, LLC","professional",2012,1,0,0,1,"Commercial"
"VIP Medicine, LLC","professional",2012,37,0,0,37,"Commercial"
"VIPA Health Solutions, LLC","professional",2012,33,0,0,33,"Commercial"
"Vision Infonet Inc","professional",2012,45,0,0,45,"Commercial"
"Visionary HealthWare, LLC","professional",2012,39,0,0,39,"Commercial"
"VitalHealth Software","professional",2012,1,0,0,1,"Commercial"
"Vitalz Technologies, LLC","professional",2012,74,0,0,74,"Commercial"
"Vitera Healthcare Solutions, LLC","professional",2012,1810,0,0,1810,"Commercial"
"Viztek, LLC","professional",2012,1,0,0,1,"Commercial"
"Waiting Room Solutions","professional",2012,113,0,0,113,"Commercial"
"WEBeDoctor, Inc.","professional",2012,28,0,0,28,"Commercial"
"Wellcentive, Inc.","professional",2012,797,0,0,797,"Commercial"
"Wellogic","professional",2012,56,0,0,56,"Commercial"
"Wellspan Health","professional",2012,199,0,0,199,"Self-developed"
"Westchester Digestive Disease Group LLP","professional",2012,4,0,0,4,"Self-developed"
"Williams Group","professional",2012,177,0,0,177,"Commercial"
"Workflow.com, LLC","professional",2012,182,0,0,182,"Commercial"
"WorldVistA","professional",2012,2,0,0,2,"Commercial"
"WriteMD LLC","professional",2012,1,0,0,1,"Commercial"
"Xcite Health Corp.","professional",2012,11,0,0,11,"Commercial"
"XLEMR","professional",2012,5,0,0,5,"Commercial"
"Z&H Health Care Solutions, LLC","professional",2012,12,0,0,12,"Commercial"
"Zenith Technology Solutions, LLC","professional",2012,2,0,0,2,"Commercial"
"3M Health Information Systems","professional",2013,2,0,0,2,"Commercial"
"4medica, Inc.","professional",2013,16,0,0,16,"Commercial"
"ABEL Medical Software, Inc.","professional",2013,13,0,0,13,"Commercial"
